time;load_user1;load_user2;load_user3;load_user4;load_user5;load_user6;load_user7;load_user8;load_user9;load_user10;std_load_user1;std_load_user2;std_load_user3;std_load_user4;std_load_user5;std_load_user6;std_load_user7;std_load_user8;std_load_user9;std_load_user10;pv;std_pv;wind;std_wind
203;22.65861027;8.272867194;19.48941469;3.441475371;25.51935788;15.58426443;12.04866562;10.90189873;12.98482293;19.04761905;2.376730993;1.653666693;5.846824408;0.293637412;2.930459;1.703724411;1.100634353;2.246670216;1.881987951;4.597150831;0;0;0.208066667;0.151296907
204;22.65861027;8.272867194;19.48941469;3.441475371;25.51935788;15.58426443;12.04866562;10.90189873;12.98482293;19.04761905;2.376730993;1.653666693;5.846824408;0.293637412;2.930459;1.703724411;1.100634353;2.246670216;1.881987951;4.597150831;0;0;0.208066667;0.151296907
205;21.46273917;7.739665787;19.16251557;3.429579149;25.95215612;15.13617318;11.6692831;10.85443038;13.96852164;19.11139456;1.971807331;1.57873197;5.74875467;0.324737251;2.600068184;1.503306444;0.841813066;0.724018735;1.980025211;4.635886004;0;0;0.212733333;0.173710805
206;21.46273917;7.739665787;19.16251557;3.429579149;25.95215612;15.13617318;11.6692831;10.85443038;13.96852164;19.11139456;1.971807331;1.57873197;5.74875467;0.324737251;2.600068184;1.503306444;0.841813066;0.724018735;1.980025211;4.635886004;0;0;0.212733333;0.173710805
207;21.46273917;7.739665787;19.16251557;3.429579149;25.95215612;15.13617318;11.6692831;10.85443038;13.96852164;19.11139456;1.971807331;1.57873197;5.74875467;0.324737251;2.600068184;1.503306444;0.841813066;0.724018735;1.980025211;4.635886004;0;0;0.212733333;0.173710805
208;21.46273917;7.739665787;19.16251557;3.429579149;25.95215612;15.13617318;11.6692831;10.85443038;13.96852164;19.11139456;1.971807331;1.57873197;5.74875467;0.324737251;2.600068184;1.503306444;0.841813066;0.724018735;1.980025211;4.635886004;0;0;0.212733333;0.173710805
209;21.16482041;7.156992084;19.06911582;3.441475371;25.90494177;14.21089385;11.73469388;10.61181435;13.7249391;19.11139456;2.181010689;1.333120271;5.720734745;0.29371332;2.35332545;1.418747333;0.665422982;0.63282045;1.915603939;4.611619609;0;0;0.213333333;0.18045963
210;21.16482041;7.156992084;19.06911582;3.441475371;25.90494177;14.21089385;11.73469388;10.61181435;13.7249391;19.11139456;2.181010689;1.333120271;5.720734745;0.29371332;2.35332545;1.418747333;0.665422982;0.63282045;1.915603939;4.611619609;0;0;0.213333333;0.18045963
211;21.16482041;7.156992084;19.06911582;3.441475371;25.90494177;14.21089385;11.73469388;10.61181435;13.7249391;19.11139456;2.181010689;1.333120271;5.720734745;0.29371332;2.35332545;1.418747333;0.665422982;0.63282045;1.915603939;4.611619609;0;0;0.213333333;0.18045963
212;21.16482041;7.156992084;19.06911582;3.441475371;25.90494177;14.21089385;11.73469388;10.61181435;13.7249391;19.11139456;2.181010689;1.333120271;5.720734745;0.29371332;2.35332545;1.418747333;0.665422982;0.63282045;1.915603939;4.611619609;0;0;0.213333333;0.18045963
213;21.98724404;7.459322779;18.79410544;3.411346246;24.83474976;13.84427374;11.46432932;10.66983122;13.14408844;19.26020408;2.164058855;0.94552233;5.638231631;0.268659414;1.891014671;1.271506287;0.632068235;0.8223685;2.122488297;4.33182424;0;0;0.2125;0.164820017
214;21.98724404;7.459322779;18.79410544;3.411346246;24.83474976;13.84427374;11.46432932;10.66983122;13.14408844;19.26020408;2.164058855;0.94552233;5.638231631;0.268659414;1.891014671;1.271506287;0.632068235;0.8223685;2.122488297;4.33182424;0;0;0.2125;0.164820017
215;21.98724404;7.459322779;18.79410544;3.411346246;24.83474976;13.84427374;11.46432932;10.66983122;13.14408844;19.26020408;2.164058855;0.94552233;5.638231631;0.268659414;1.891014671;1.271506287;0.632068235;0.8223685;2.122488297;4.33182424;0;0;0.2125;0.164820017
216;21.98724404;7.459322779;18.79410544;3.411346246;24.83474976;13.84427374;11.46432932;10.66983122;13.14408844;19.26020408;2.164058855;0.94552233;5.638231631;0.268659414;1.891014671;1.271506287;0.632068235;0.8223685;2.122488297;4.33182424;0;0;0.2125;0.164820017
217;19.64585431;10.48262973;18.94977169;4.302606408;23.92980799;11.4816108;10.60526775;9.098101266;12.68971332;18.92538265;2.986208097;1.441984412;5.684931507;0.967740961;4.240003077;1.722588856;1.057194811;1.451223606;1.916604968;4.714896294;0.000891358;0.001647359;0.2083;0.156515318
218;19.64585431;10.48262973;18.94977169;4.302606408;23.92980799;11.4816108;10.60526775;9.098101266;12.68971332;18.92538265;2.986208097;1.441984412;5.684931507;0.967740961;4.240003077;1.722588856;1.057194811;1.451223606;1.916604968;4.714896294;0.001168591;0.001647359;0.2083;0.156515318
219;19.64585431;10.48262973;18.94977169;4.302606408;23.92980799;11.4816108;10.60526775;9.098101266;12.68971332;18.92538265;2.986208097;1.441984412;5.684931507;0.967740961;4.240003077;1.722588856;1.057194811;1.451223606;1.916604968;4.714896294;0.001223127;0.001647359;0.2083;0.156515318
220;19.64585431;10.48262973;18.94977169;4.302606408;23.92980799;11.4816108;10.60526775;9.098101266;12.68971332;18.92538265;2.986208097;1.441984412;5.684931507;0.967740961;4.240003077;1.722588856;1.057194811;1.451223606;1.916604968;4.714896294;0.00101208;0.001647359;0.2083;0.156515318
221;19.99412555;12.36257696;19.46865919;10.96957198;20.75857727;9.718342644;11.83499041;11.00738397;13.29866966;20.27529762;2.894810741;1.048780596;5.840597758;3.290871593;2.581524465;0.988997221;0.961788278;1.215501382;2.574469077;5.474033489;0.115707167;0.040605418;0.156833333;0.148419276
222;19.99412555;12.36257696;19.46865919;10.96957198;20.75857727;9.718342644;11.83499041;11.00738397;13.29866966;20.27529762;2.894810741;1.048780596;5.840597758;3.290871593;2.581524465;0.988997221;0.961788278;1.215501382;2.574469077;5.474033489;0.111481131;0.040605418;0.156833333;0.148419276
223;19.99412555;12.36257696;19.46865919;10.96957198;20.75857727;9.718342644;11.83499041;11.00738397;13.29866966;20.27529762;2.894810741;1.048780596;5.840597758;3.290871593;2.581524465;0.988997221;0.961788278;1.215501382;2.574469077;5.474033489;0.106375456;0.040605418;0.156833333;0.148419276
224;19.99412555;12.36257696;19.46865919;10.96957198;20.75857727;9.718342644;11.83499041;11.00738397;13.29866966;20.27529762;2.894810741;1.048780596;5.840597758;3.290871593;2.581524465;0.988997221;0.961788278;1.215501382;2.574469077;5.474033489;0.106040043;0.040605418;0.156833333;0.148419276
225;25.62101376;11.71943712;22.44707347;17.35186514;22.5133774;10.35265363;12.47165533;15.85970464;17.85647367;24.94153912;2.729385725;1.606990329;6.734122042;5.205559541;3.150495119;1.169014164;0.962156364;2.242567665;4.350660267;5.200850642;0.282426723;0.092577703;0.141766667;0.202163929
226;25.62101376;11.71943712;22.44707347;17.35186514;22.5133774;10.35265363;12.47165533;15.85970464;17.85647367;24.94153912;2.729385725;1.606990329;6.734122042;5.205559541;3.150495119;1.169014164;0.962156364;2.242567665;4.350660267;5.200850642;0.297302655;0.092577703;0.141766667;0.202163929
227;25.62101376;11.71943712;22.44707347;17.35186514;22.5133774;10.35265363;12.47165533;15.85970464;17.85647367;24.94153912;2.729385725;1.606990329;6.734122042;5.205559541;3.150495119;1.169014164;0.962156364;2.242567665;4.350660267;5.200850642;0.345923242;0.092577703;0.141766667;0.202163929
228;25.62101376;11.71943712;22.44707347;17.35186514;22.5133774;10.35265363;12.47165533;15.85970464;17.85647367;24.94153912;2.729385725;1.606990329;6.734122042;5.205559541;3.150495119;1.169014164;0.962156364;2.242567665;4.350660267;5.200850642;0.279521338;0.092577703;0.141766667;0.202163929
229;25.93991272;9.927440633;29.03694479;28.44249163;24.62228517;11.11499069;13.94993895;15.53797468;23.14970957;26.85480442;3.308434005;1.599073592;8.711083437;8.532747489;3.591005068;2.321668604;1.404579565;2.278738649;6.457342337;5.099408596;0.446077684;0.118496932;0.182633333;0.23025705
230;25.93991272;9.927440633;29.03694479;28.44249163;24.62228517;11.11499069;13.94993895;15.53797468;23.14970957;26.85480442;3.308434005;1.599073592;8.711083437;8.532747489;3.591005068;2.321668604;1.404579565;2.278738649;6.457342337;5.099408596;0.49555297;0.118496932;0.182633333;0.23025705
231;25.93991272;9.927440633;29.03694479;28.44249163;24.62228517;11.11499069;13.94993895;15.53797468;23.14970957;26.85480442;3.308434005;1.599073592;8.711083437;8.532747489;3.591005068;2.321668604;1.404579565;2.278738649;6.457342337;5.099408596;0.432419398;0.118496932;0.182633333;0.23025705
232;25.93991272;9.927440633;29.03694479;28.44249163;24.62228517;11.11499069;13.94993895;15.53797468;23.14970957;26.85480442;3.308434005;1.599073592;8.711083437;8.532747489;3.591005068;2.321668604;1.404579565;2.278738649;6.457342337;5.099408596;0.531437245;0.118496932;0.182633333;0.23025705
233;25.76367909;9.179859279;29.93462017;28.42013391;27.31350331;11.37104283;15.85993372;12.29957806;25.34195241;24.47916667;3.198323733;1.650402827;8.636432253;8.526040172;4.262905158;2.94199614;1.729986956;2.847777921;7.595021098;5.369860175;0.655209019;0.118587574;0.184266667;0.223568385
234;25.76367909;9.179859279;29.93462017;28.42013391;27.31350331;11.37104283;15.85993372;12.29957806;25.34195241;24.47916667;3.198323733;1.650402827;8.636432253;8.526040172;4.262905158;2.94199614;1.729986956;2.847777921;7.595021098;5.369860175;0.594075682;0.118587574;0.184266667;0.223568385
235;25.76367909;9.179859279;29.93462017;28.42013391;27.31350331;11.37104283;15.85993372;12.29957806;25.34195241;24.47916667;3.198323733;1.650402827;8.636432253;8.526040172;4.262905158;2.94199614;1.729986956;2.847777921;7.595021098;5.369860175;0.640915984;0.118587574;0.184266667;0.223568385
236;25.76367909;9.179859279;29.93462017;28.42013391;27.31350331;11.37104283;15.85993372;12.29957806;25.34195241;24.47916667;3.198323733;1.650402827;8.636432253;8.526040172;4.262905158;2.94199614;1.729986956;2.847777921;7.595021098;5.369860175;0.581222134;0.118587574;0.184266667;0.223568385
237;28.47432024;8.091468777;29.37941054;27.05272597;27.94302801;11.76094041;18.18419676;11.42932489;25.61364062;23.15582483;3.594578354;1.914307396;7.673891976;8.115817791;4.433645152;3.463660489;2.16439175;2.770252356;6.319407488;6.485588056;0.645828494;0.119945946;0.1851;0.224310184
238;28.47432024;8.091468777;29.37941054;27.05272597;27.94302801;11.76094041;18.18419676;11.42932489;25.61364062;23.15582483;3.594578354;1.914307396;7.673891976;8.115817791;4.433645152;3.463660489;2.16439175;2.770252356;6.319407488;6.485588056;0.626991325;0.119945946;0.1851;0.224310184
239;28.47432024;8.091468777;29.37941054;27.05272597;27.94302801;11.76094041;18.18419676;11.42932489;25.61364062;23.15582483;3.594578354;1.914307396;7.673891976;8.115817791;4.433645152;3.463660489;2.16439175;2.770252356;6.319407488;6.485588056;0.559167981;0.119945946;0.1851;0.224310184
240;28.47432024;8.091468777;29.37941054;27.05272597;27.94302801;11.76094041;18.18419676;11.42932489;25.61364062;23.15582483;3.594578354;1.914307396;7.673891976;8.115817791;4.433645152;3.463660489;2.16439175;2.770252356;6.319407488;6.485588056;0.638421519;0.119945946;0.1851;0.224310184
241;29.27995972;8.624670185;27.01328352;21.52923242;30.2801385;12.3603352;19.43572301;12.73734177;18.23590032;23.52784864;4.527572346;2.283857552;6.617344812;6.458769727;5.348142064;3.18610129;2.832954924;2.356351416;4.66133744;5.412128094;0.547846363;0.11879675;0.1933;0.228645208
242;29.27995972;8.624670185;27.01328352;21.52923242;30.2801385;12.3603352;19.43572301;12.73734177;18.23590032;23.52784864;4.527572346;2.283857552;6.617344812;6.458769727;5.348142064;3.18610129;2.832954924;2.356351416;4.66133744;5.412128094;0.707605357;0.11879675;0.1933;0.228645208
243;29.27995972;8.624670185;27.01328352;21.52923242;30.2801385;12.3603352;19.43572301;12.73734177;18.23590032;23.52784864;4.527572346;2.283857552;6.617344812;6.458769727;5.348142064;3.18610129;2.832954924;2.356351416;4.66133744;5.412128094;0.692284442;0.11879675;0.1933;0.228645208
244;29.27995972;8.624670185;27.01328352;21.52923242;30.2801385;12.3603352;19.43572301;12.73734177;18.23590032;23.52784864;4.527572346;2.283857552;6.617344812;6.458769727;5.348142064;3.18610129;2.832954924;2.356351416;4.66133744;5.412128094;0.608016398;0.11879675;0.1933;0.228645208
245;26.21685129;8.426781003;26.47364051;15.37165232;26.77053824;11.30121043;18.19727891;10.97046414;24.01161701;23.53316327;3.614215233;1.878914402;7.201482022;4.611495696;4.550063009;2.962714261;2.77160139;3.047919637;5.41614321;5.721991798;0.640191438;0.129671823;0.206233333;0.231511776
246;26.21685129;8.426781003;26.47364051;15.37165232;26.77053824;11.30121043;18.19727891;10.97046414;24.01161701;23.53316327;3.614215233;1.878914402;7.201482022;4.611495696;4.550063009;2.962714261;2.77160139;3.047919637;5.41614321;5.721991798;0.657999004;0.129671823;0.206233333;0.231511776
247;26.21685129;8.426781003;26.47364051;15.37165232;26.77053824;11.30121043;18.19727891;10.97046414;24.01161701;23.53316327;3.614215233;1.878914402;7.201482022;4.611495696;4.550063009;2.962714261;2.77160139;3.047919637;5.41614321;5.721991798;0.742707193;0.129671823;0.206233333;0.231511776
248;26.21685129;8.426781003;26.47364051;15.37165232;26.77053824;11.30121043;18.19727891;10.97046414;24.01161701;23.53316327;3.614215233;1.878914402;7.201482022;4.611495696;4.550063009;2.962714261;2.77160139;3.047919637;5.41614321;5.721991798;0.621200635;0.129671823;0.206233333;0.231511776
249;26.83366902;8.212401055;27.16894977;21.91164515;26.06232295;10.81238361;16.53584511;11.78797468;24.10998688;23.94238946;3.52003179;1.997475144;7.833472303;6.573493544;4.890811036;2.841023538;2.483258002;2.849843664;5.316266275;5.511695458;0.674550601;0.142200377;0.218166667;0.230324521
250;26.83366902;8.212401055;27.16894977;21.91164515;26.06232295;10.81238361;16.53584511;11.78797468;24.10998688;23.94238946;3.52003179;1.997475144;7.833472303;6.573493544;4.890811036;2.841023538;2.483258002;2.849843664;5.316266275;5.511695458;0.572900659;0.142200377;0.218166667;0.230324521
251;26.83366902;8.212401055;27.16894977;21.91164515;26.06232295;10.81238361;16.53584511;11.78797468;24.10998688;23.94238946;3.52003179;1.997475144;7.833472303;6.573493544;4.890811036;2.841023538;2.483258002;2.849843664;5.316266275;5.511695458;0.611558355;0.142200377;0.218166667;0.230324521
252;26.83366902;8.212401055;27.16894977;21.91164515;26.06232295;10.81238361;16.53584511;11.78797468;24.10998688;23.94238946;3.52003179;1.997475144;7.833472303;6.573493544;4.890811036;2.841023538;2.483258002;2.849843664;5.316266275;5.511695458;0.577465089;0.142200377;0.218166667;0.230324521
253;26.75814032;8.135444151;26.40618514;23.56695361;24.197356;11.22555866;15.15785802;10.64345992;19.64118419;22.9644983;3.64503898;2.027729875;6.996146709;7.070086083;3.21764918;3.029092778;1.974087132;2.478202457;5.635736707;6.333897282;0.477581912;0.127232257;0.2156;0.214598197
254;26.75814032;8.135444151;26.40618514;23.56695361;24.197356;11.22555866;15.15785802;10.64345992;19.64118419;22.9644983;3.64503898;2.027729875;6.996146709;7.070086083;3.21764918;3.029092778;1.974087132;2.478202457;5.635736707;6.333897282;0.421900918;0.127232257;0.2156;0.214598197
255;26.75814032;8.135444151;26.40618514;23.56695361;24.197356;11.22555866;15.15785802;10.64345992;19.64118419;22.9644983;3.64503898;2.027729875;6.996146709;7.070086083;3.21764918;3.029092778;1.974087132;2.478202457;5.635736707;6.333897282;0.450946478;0.127232257;0.2156;0.214598197
256;26.75814032;8.135444151;26.40618514;23.56695361;24.197356;11.22555866;15.15785802;10.64345992;19.64118419;22.9644983;3.64503898;2.027729875;6.996146709;7.070086083;3.21764918;3.029092778;1.974087132;2.478202457;5.635736707;6.333897282;0.487572644;0.127232257;0.2156;0.214598197
257;26.35951662;7.992524186;26.48920714;23.49360354;24.35473717;10.98114525;15.24943311;10.39556962;16.01086753;23.04953231;3.639175406;2.07454528;7.946762142;7.048081062;3.892942824;2.38332785;2.101216453;2.650965819;4.330579127;5.839072751;0.305484231;0.090469427;0.196733333;0.183117813
258;26.35951662;7.992524186;26.48920714;23.49360354;24.35473717;10.98114525;15.24943311;10.39556962;16.01086753;23.04953231;3.639175406;2.07454528;7.946762142;7.048081062;3.892942824;2.38332785;2.101216453;2.650965819;4.330579127;5.839072751;0.357183616;0.090469427;0.196733333;0.183117813
259;26.35951662;7.992524186;26.48920714;23.49360354;24.35473717;10.98114525;15.24943311;10.39556962;16.01086753;23.04953231;3.639175406;2.07454528;7.946762142;7.048081062;3.892942824;2.38332785;2.101216453;2.650965819;4.330579127;5.839072751;0.331387005;0.090469427;0.196733333;0.183117813
260;26.35951662;7.992524186;26.48920714;23.49360354;24.35473717;10.98114525;15.24943311;10.39556962;16.01086753;23.04953231;3.639175406;2.07454528;7.946762142;7.048081062;3.892942824;2.38332785;2.101216453;2.650965819;4.330579127;5.839072751;0.28009308;0.090469427;0.196733333;0.183117813
261;25.59583753;7.756156552;27.36093815;23.18597561;23.07994964;11.68528864;16.09541252;10.33755274;14.6664793;23.17176871;3.867552212;2.108952725;8.208281445;6.955792683;4.016179801;2.583739224;2.150024763;3.101265823;3.913882096;5.691537426;0.112596248;0.046432858;0.167033333;0.149044192
262;25.59583753;7.756156552;27.36093815;23.18597561;23.07994964;11.68528864;16.09541252;10.33755274;14.6664793;23.17176871;3.867552212;2.108952725;8.208281445;6.955792683;4.016179801;2.583739224;2.150024763;3.101265823;3.913882096;5.691537426;0.111799427;0.046432858;0.167033333;0.149044192
263;25.59583753;7.756156552;27.36093815;23.18597561;23.07994964;11.68528864;16.09541252;10.33755274;14.6664793;23.17176871;3.867552212;2.108952725;8.208281445;6.955792683;4.016179801;2.583739224;2.150024763;3.101265823;3.913882096;5.691537426;0.113794396;0.046432858;0.167033333;0.149044192
264;25.59583753;7.756156552;27.36093815;23.18597561;23.07994964;11.68528864;16.09541252;10.33755274;14.6664793;23.17176871;3.867552212;2.108952725;8.208281445;6.955792683;4.016179801;2.583739224;2.150024763;3.101265823;3.913882096;5.691537426;0.143139733;0.046432858;0.167033333;0.149044192
265;26.85884525;9.454705365;27.2675384;21.26697752;24.81901165;13.20414339;17.71323914;13.62869198;17.19599026;23.06547619;3.639007737;2.008679556;8.129777833;6.380093257;4.975782848;2.133489021;2.585482527;1.913559417;4.598948677;6.062915968;0.004524445;0.004583955;0.177933333;0.141142612
266;26.85884525;9.454705365;27.2675384;21.26697752;24.81901165;13.20414339;17.71323914;13.62869198;17.19599026;23.06547619;3.639007737;2.008679556;8.129777833;6.380093257;4.975782848;2.133489021;2.585482527;1.913559417;4.598948677;6.062915968;0.004512568;0.004583955;0.177933333;0.141142612
267;26.85884525;9.454705365;27.2675384;21.26697752;24.81901165;13.20414339;17.71323914;13.62869198;17.19599026;23.06547619;3.639007737;2.008679556;8.129777833;6.380093257;4.975782848;2.133489021;2.585482527;1.913559417;4.598948677;6.062915968;0.005045175;0.004583955;0.177933333;0.141142612
268;26.85884525;9.454705365;27.2675384;21.26697752;24.81901165;13.20414339;17.71323914;13.62869198;17.19599026;23.06547619;3.639007737;2.008679556;8.129777833;6.380093257;4.975782848;2.133489021;2.585482527;1.913559417;4.598948677;6.062915968;0.005067089;0.004583955;0.177933333;0.141142612
269;35.58660624;16.66666667;29.54545455;10.83805595;31.57853321;18.06331471;21.92133264;22.8850211;20.3485104;27.5297619;4.401454566;1.770257193;6.926276626;3.251416786;4.088734094;3.329446744;2.668619021;3.350980776;5.174330242;6.490269578;0;0;0.1963;0.13773141
270;35.58660624;16.66666667;29.54545455;10.83805595;31.57853321;18.06331471;21.92133264;22.8850211;20.3485104;27.5297619;4.401454566;1.770257193;6.926276626;3.251416786;4.088734094;3.329446744;2.668619021;3.350980776;5.174330242;6.490269578;0;0;0.1963;0.13773141
271;35.58660624;16.66666667;29.54545455;10.83805595;31.57853321;18.06331471;21.92133264;22.8850211;20.3485104;27.5297619;4.401454566;1.770257193;6.926276626;3.251416786;4.088734094;3.329446744;2.668619021;3.350980776;5.174330242;6.490269578;0;0;0.1963;0.13773141
272;35.58660624;16.66666667;29.54545455;10.83805595;31.57853321;18.06331471;21.92133264;22.8850211;20.3485104;27.5297619;4.401454566;1.770257193;6.926276626;3.251416786;4.088734094;3.329446744;2.668619021;3.350980776;5.174330242;6.490269578;0;0;0.1963;0.13773141
273;39.64837194;20.12423043;29.44167704;4.304160689;34.79697828;21.77607076;23.32548404;29.04008439;21.48679033;28.7627551;4.443627166;2.526124841;7.032866221;1.291248207;4.619225149;2.272530265;3.000184701;3.524326115;5.248673455;6.988590493;0;0;0.199733333;0.138965124
274;39.64837194;20.12423043;29.44167704;4.304160689;34.79697828;21.77607076;23.32548404;29.04008439;21.48679033;28.7627551;4.443627166;2.526124841;7.032866221;1.291248207;4.619225149;2.272530265;3.000184701;3.524326115;5.248673455;6.988590493;0;0;0.199733333;0.138965124
275;39.64837194;20.12423043;29.44167704;4.304160689;34.79697828;21.77607076;23.32548404;29.04008439;21.48679033;28.7627551;4.443627166;2.526124841;7.032866221;1.291248207;4.619225149;2.272530265;3.000184701;3.524326115;5.248673455;6.988590493;0;0;0.199733333;0.138965124
276;39.64837194;20.12423043;29.44167704;4.304160689;34.79697828;21.77607076;23.32548404;29.04008439;21.48679033;28.7627551;4.443627166;2.526124841;7.032866221;1.291248207;4.619225149;2.272530265;3.000184701;3.524326115;5.248673455;6.988590493;0;0;0.199733333;0.138965124
277;37.7475663;19.60202287;30.0539643;3.723397896;31.37393768;21.46764432;21.4678179;28.71308017;18.84485666;26.24893707;4.325895175;2.859805987;7.459549237;0.925247254;3.67573618;2.157979095;2.232930816;3.092739566;4.663041508;6.459151408;0;0;0.1999;0.140785077
278;37.7475663;19.60202287;30.0539643;3.723397896;31.37393768;21.46764432;21.4678179;28.71308017;18.84485666;26.24893707;4.325895175;2.859805987;7.459549237;0.925247254;3.67573618;2.157979095;2.232930816;3.092739566;4.663041508;6.459151408;0;0;0.1999;0.140785077
279;37.7475663;19.60202287;30.0539643;3.723397896;31.37393768;21.46764432;21.4678179;28.71308017;18.84485666;26.24893707;4.325895175;2.859805987;7.459549237;0.925247254;3.67573618;2.157979095;2.232930816;3.092739566;4.663041508;6.459151408;0;0;0.1999;0.140785077
280;37.7475663;19.60202287;30.0539643;3.723397896;31.37393768;21.46764432;21.4678179;28.71308017;18.84485666;26.24893707;4.325895175;2.859805987;7.459549237;0.925247254;3.67573618;2.157979095;2.232930816;3.092739566;4.663041508;6.459151408;0;0;0.1999;0.140785077
281;34.91943605;16.22691293;27.90058115;3.525645624;30.02832861;20.37360335;17.84842142;22.93776371;16.30597714;24.46322279;3.607657922;2.095175498;7.958865659;0.323178546;3.134544588;2.437740178;1.65502006;2.278012394;2.571822614;5.601395344;0;0;0.203866667;0.1437478
282;34.91943605;16.22691293;27.90058115;3.525645624;30.02832861;20.37360335;17.84842142;22.93776371;16.30597714;24.46322279;3.607657922;2.095175498;7.958865659;0.323178546;3.134544588;2.437740178;1.65502006;2.278012394;2.571822614;5.601395344;0;0;0.203866667;0.1437478
283;34.91943605;16.22691293;27.90058115;3.525645624;30.02832861;20.37360335;17.84842142;22.93776371;16.30597714;24.46322279;3.607657922;2.095175498;7.958865659;0.323178546;3.134544588;2.437740178;1.65502006;2.278012394;2.571822614;5.601395344;0;0;0.203866667;0.1437478
284;34.91943605;16.22691293;27.90058115;3.525645624;30.02832861;20.37360335;17.84842142;22.93776371;16.30597714;24.46322279;3.607657922;2.095175498;7.958865659;0.323178546;3.134544588;2.437740178;1.65502006;2.278012394;2.571822614;5.601395344;0;0;0.203866667;0.1437478
285;31.42833165;14.3469657;25.76795351;3.453670493;28.2892666;19.13989758;16.07360893;16.97257384;15.16301293;23.41092687;2.918544039;2.162743577;6.96949176;0.323773861;2.733489978;2.026884377;1.31349794;1.874911173;2.322745714;5.70057857;0;0;0.204966667;0.153022532
286;31.42833165;14.3469657;25.76795351;3.453670493;28.2892666;19.13989758;16.07360893;16.97257384;15.16301293;23.41092687;2.918544039;2.162743577;6.96949176;0.323773861;2.733489978;2.026884377;1.31349794;1.874911173;2.322745714;5.70057857;0;0;0.204966667;0.153022532
287;31.42833165;14.3469657;25.76795351;3.453670493;28.2892666;19.13989758;16.07360893;16.97257384;15.16301293;23.41092687;2.918544039;2.162743577;6.96949176;0.323773861;2.733489978;2.026884377;1.31349794;1.874911173;2.322745714;5.70057857;0;0;0.204966667;0.153022532
288;31.42833165;14.3469657;25.76795351;3.453670493;28.2892666;19.13989758;16.07360893;16.97257384;15.16301293;23.41092687;2.918544039;2.162743577;6.96949176;0.323773861;2.733489978;2.026884377;1.31349794;1.874911173;2.322745714;5.70057857;0;0;0.204966667;0.153022532
289;26.35112454;12.08223395;17.86010793;3.81306791;23.15077117;18.72090317;14.8264434;14.25632911;13.52819936;16.08737245;1.95750718;1.932832439;4.331527126;1.143920373;3.761819972;5.61627095;1.357075512;1.55328633;1.969104244;4.826211735;0;0;0.188766667;0.126721439
290;26.35112454;12.08223395;17.86010793;3.81306791;23.15077117;18.72090317;14.8264434;14.25632911;13.52819936;16.08737245;1.95750718;1.932832439;4.331527126;1.143920373;3.761819972;5.61627095;1.357075512;1.55328633;1.969104244;4.826211735;0;0;0.188766667;0.126721439
291;26.35112454;12.08223395;17.86010793;3.81306791;23.15077117;18.72090317;14.8264434;14.25632911;13.52819936;16.08737245;1.95750718;1.932832439;4.331527126;1.143920373;3.761819972;5.61627095;1.357075512;1.55328633;1.969104244;4.826211735;0;0;0.188766667;0.126721439
292;26.35112454;12.08223395;17.86010793;3.81306791;23.15077117;18.72090317;14.8264434;14.25632911;13.52819936;16.08737245;1.95750718;1.932832439;4.331527126;1.143920373;3.761819972;5.61627095;1.357075512;1.55328633;1.969104244;4.826211735;0;0;0.188766667;0.126721439
293;23.14115475;9.82299912;14.59111665;3.861370158;24.66163047;17.13221601;13.28710972;11.0021097;12.47892074;15.14136905;1.809781618;1.55403696;4.377334994;1.158411047;3.132909287;4.55683833;1.313475475;3.300632911;1.238036688;4.542410714;0;0;0.1938;0.135507832
294;23.14115475;9.82299912;14.59111665;3.861370158;24.66163047;17.13221601;13.28710972;11.0021097;12.47892074;15.14136905;1.809781618;1.55403696;4.377334994;1.158411047;3.132909287;4.55683833;1.313475475;3.300632911;1.238036688;4.542410714;0;0;0.1938;0.135507832
295;23.14115475;9.82299912;14.59111665;3.861370158;24.66163047;17.13221601;13.28710972;11.0021097;12.47892074;15.14136905;1.809781618;1.55403696;4.377334994;1.158411047;3.132909287;4.55683833;1.313475475;3.300632911;1.238036688;4.542410714;0;0;0.1938;0.135507832
296;23.14115475;9.82299912;14.59111665;3.861370158;24.66163047;17.13221601;13.28710972;11.0021097;12.47892074;15.14136905;1.809781618;1.55403696;4.377334994;1.158411047;3.132909287;4.55683833;1.313475475;3.300632911;1.238036688;4.542410714;0;0;0.1938;0.135507832
297;21.06831151;8.399296394;13.38729763;3.837099474;22.56846081;15.42714153;11.93964765;10.46413502;12.14165261;15.15731293;1.690323005;1.338969268;4.01618929;1.151129842;4.305719072;2.616700942;0.990326524;3.139240506;1.218186008;4.547193878;0;0;0.2013;0.15272381
298;21.06831151;8.399296394;13.38729763;3.837099474;22.56846081;15.42714153;11.93964765;10.46413502;12.14165261;15.15731293;1.690323005;1.338969268;4.01618929;1.151129842;4.305719072;2.616700942;0.990326524;3.139240506;1.218186008;4.547193878;0;0;0.2013;0.15272381
299;21.06831151;8.399296394;13.38729763;3.837099474;22.56846081;15.42714153;11.93964765;10.46413502;12.14165261;15.15731293;1.690323005;1.338969268;4.01618929;1.151129842;4.305719072;2.616700942;0.990326524;3.139240506;1.218186008;4.547193878;0;0;0.2013;0.15272381
